Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
8/26/2015,16:40:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WISCONSIN AVE / AVONDALE ST,38.98731333,-77.09489667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,ODYSSEY,SILVER,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(38.9873133333333, -77.0948966666667)"
10/2/2015,22:51:00,MCP,"4th District, Wheaton",FAILURE TO REDUCE SPEED IN DANGEROUS HIGHWAY CONDITIONS,GOOD HOPE RD/ WINDMILL LA,39.10078167,-76.97835,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,2S,SILVER,Citation,21-801(h),Transportation Article,FALSE,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1007816666667, -76.97835)"
8/31/2017,16:13:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,QUINCE ORCHARD RD AT CHEYENNE RD,39.12351,-77.248695,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MERZ,4S,BLACK,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,GAITHERSBURG,MD,MD,O - Foot Patrol,"(39.12351, -77.248695)"
2/22/2013,9:35:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT,WOOTTON PKWY AT WOOTTON HIGH SCHOOL,39.07576707,-77.1821853,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,LEXU,TK,BLACK,Citation,21-502(a2),Transportation Article,FALSE,ASIAN,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.0757670666667, -77.1821853)"
8/26/2015,17:06:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WISCONSIN AVE / AVONDALE ST,38.98896333,-77.09526,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYT,COROLLA,GRAY,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(38.9889633333333, -77.09526)"
7/23/2015,20:08:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,19716 FISHER AVE,39.14336833,-77.40764,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,CHEV,EXPRESS,BROWN,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,POOLESVILLE,MD,MD,A - Marked Patrol,"(39.1433683333333, -77.40764)"
5/30/2018,18:40:00,MCP,"4th District, Wheaton",DRIVER PASSING VEH. STOPPED FOR PEDESTRIAN AT CROSSWALK,GRANDVIEW AVE / BLUERIDGE AVE,39.04304833,-77.05282333,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,FORD,E350,WHITE,Citation,21-502(c),Transportation Article,FALSE,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0430483333333, -77.0528233333333)"
2/5/2016,16:53:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,4949 BATTERY LA,38.99247,-77.10177333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,CHEV,CRUZ,WHITE,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,BOWIE,MD,MD,O - Foot Patrol,"(38.99247, -77.1017733333333)"
2/22/2013,9:43:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT,WOOTTON PKWY AT WOOTTON HIGH SCHOOL,39.08006265,-77.18314343,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2007,SUZUKI,XL7,SILVER,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,LEESBURG,VA,VA,A - Marked Patrol,"(39.08006265, -77.1831434333333)"
8/26/2015,17:19:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WISCONSIN AVE / AVONDALE ST,38.98948,-77.09532,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,DODGE,GRAND CARAVAN,BLUE,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(38.98948, -77.09532)"
7/23/2015,20:20:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,19716 FISHER AVE,39.14430167,-77.4105,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,LEXUS,RX350,WHITE,Citation,21-502(a2),Transportation Article,FALSE,BLACK,F,POOLESVILLE,MD,MD,A - Marked Patrol,"(39.1443016666667, -77.4105)"
11/17/2018,2:00:00,MCP,"3rd District, Silver Spring",DRIVER FAIL TO YIELD INTERSECTION RIGHT-OF-WAY TO VEH. AFTER TURN ON RED,SLIGO CREEK PKWY / COLESVILLE RD,39.06952667,-77.16187,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2015,CHEV,EQUINOX,BLACK,Citation,21-202(k),Transportation Article,FALSE,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0695266666667, -77.16187)"
2/22/2013,9:56:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT,WOOTTON PKWY AT WOOTTON HIGH SCHOOL,39.07478818,-77.18232818,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,MERC,4S,SILVER,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0747881833333, -77.1823281833333)"
8/26/2015,17:32:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WISCONSIN AVE / AVONDALE ST,38.98828167,-77.09454333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,BMW,3,SILVER,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,BOCA RATON,FL,FL,A - Marked Patrol,"(38.9882816666667, -77.0945433333333)"
12/14/2015,15:14:00,MCP,Headquarters and Special Operations,DRIVER PASSING VEH. STOPPED FOR PEDESTRIAN AT CROSSWALK,OLD GEORGETOWN ROAD / CORDELL AVENUE,38.988265,-77.09991833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2012,TOYOTA,4RUNNER,SILVER,Citation,21-502(c),Transportation Article,FALSE,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.988265, -77.0999183333333)"
7/23/2015,20:32:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,19716 FISHER AVE,39.14428,-77.41029,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2011,LEXUS,GX450,BLACK,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.14428, -77.41029)"
2/22/2013,10:12:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT,WOOTTON PKWY AT WOOTTON HIGH SCHOOL,39.0796839,-77.18408065,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HYUN,ELANTRA,SILVER,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0796839, -77.18408065)"
8/26/2015,17:49:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WISCONSIN AVE / AVONDALE ST,38.98957,-77.09511167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HONDA,CRV,"BLUE, LIGHT",Citation,21-502(a2),Transportation Article,FALSE,ASIAN,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(38.98957, -77.0951116666667)"
7/31/2015,18:32:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,19716 FISHER AVE,39.14479833,-77.41294333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1999,FORD,EXPLORER,"GREEN, DK",Citation,21-502(a2),Transportation Article,FALSE,HISPANIC,M,POOLESVILLE,MD,MD,B - Unmarked Patrol,"(39.1447983333333, -77.4129433333333)"
8/20/2016,12:53:00,MCP,"4th District, Wheaton",FAILURE TO YIELD THE RIGHT-OF-WAY TO PEDESTRIAN AFTER GREEN ARROW SIGNAL,NEW HAMPSHIRE AVE AND ADELPHI RD,39.01123667,-76.97920167,No,No,Yes,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2002,FORD,F150,GRAY,Citation,21-202(e),Transportation Article,FALSE,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0112366666667, -76.9792016666667)"
8/12/2015,15:42:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WISCONSIN / MONTGOMERY,38.983895,-77.09297333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,SUBARU,OUTBACK,SILVER,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.983895, -77.0929733333333)"
7/31/2015,18:53:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,19710 FISHER AVE,39.14262333,-77.40769,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HOND,ODYSSEY,"BLUE, LIGHT",Citation,21-502(a2),Transportation Article,FALSE,HISPANIC,F,POOLESVILLE,MD,MD,A - Marked Patrol,"(39.1426233333333, -77.40769)"
10/22/2015,12:50:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WILLARD AVE AND THE HILLS PLAZA,38.98345167,-77.09292,Yes,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CADILLAC,DTS,BLACK,Citation,21-502(a2),Transportation Article,TRUE,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.9834516666667, -77.09292)"
9/2/2017,1:31:00,MCP,"3rd District, Silver Spring",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,COLESVILLE @ FENTON ST.,39.04798167,-76.99090167,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,0,FORD,CROWN VIC,GRAY,Citation,21-502(a2),Transportation Article,FALSE,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0479816666667, -76.9909016666667)"
3/17/2016,16:07:00,MCP,"5th District, Germantown","DRIVER FAIL TO YIELD INTERSECTION RIGHT-OF-WAY TO VEH.,AFTER TURN ON RED",GERMANTOWN ROAD @ WISTERIA DR,39.17483833,-77.272935,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2000,TOYOTA,SIENNA,TAN,Citation,21-202(k),Transportation Article,FALSE,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1748383333333, -77.272935)"
7/27/2016,12:48:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,MD 355 / HALPINE RD,39.062985,-77.1247,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HONDA,PILOT,GREEN,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.062985, -77.1247)"
3/2/2016,15:46:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,4949 BATTERY LA,38.99231167,-77.10184333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,4S,SILVER,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,GERMANTOWN,MD,MD,O - Foot Patrol,"(38.9923116666667, -77.1018433333333)"
10/25/2016,7:17:00,MCP,"3rd District, Silver Spring",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,FENTON ST  @ ROEDER RD,38.99657333,-77.02488,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYOTA,SCION,GRAY,Citation,21-502(a2),Transportation Article,FALSE,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9965733333333, -77.02488)"
5/9/2018,17:34:00,MCP,"5th District, Germantown",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,13000 BLK MIDDLEBROOK RD,39.18396333,-77.27326333,No,No,No,No,No,No,No,No,No,No,PA,02 - Automobile,2014,SUBARU,IMPREZA,WHITE,Citation,21-502(a2),Transportation Article,FALSE,ASIAN,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1839633333333, -77.2732633333333)"
7/27/2016,12:58:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,MD 355 / HALPINE RD,39.06365833,-77.12517833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,KIA,OPTIMA,SILVER,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol,"(39.0636583333333, -77.1251783333333)"
5/9/2018,17:52:00,MCP,"5th District, Germantown",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,13000 BLK MIDDLEBROOK RD,39.18200833,-77.27428833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,FORD,CROWN VIC,GRAY,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1820083333333, -77.2742883333333)"
7/27/2016,13:43:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,MD 355 / HALPINE RD,39.06421167,-77.12599833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,PILOT,BLUE,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.0642116666667, -77.1259983333333)"
7/27/2016,14:24:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,MD 355 / HALPINE RD,39.063155,-77.12444167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,PRIUS,GREEN,Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.063155, -77.1244416666667)"
3/9/2016,15:35:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,4733 BRADLEY BLVD,38.97841333,-77.09539833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2002,FORD,F250,GREEN,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,OXON HILL,MD,MD,O - Foot Patrol,"(38.9784133333333, -77.0953983333333)"
7/27/2016,14:45:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,MD 355 / HALPINE RD,39.063065,-77.12467667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,DODGE,RAM,WHITE,Citation,21-502(a2),Transportation Article,FALSE,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.063065, -77.1246766666667)"
3/9/2016,16:04:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,4733 BRADLEY BLVD,38.97841333,-77.09539833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2001,TOYOTA,4DR,GRAY,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,MANASSAS PARK,VA,VA,O - Foot Patrol,"(38.9784133333333, -77.0953983333333)"
7/23/2019,12:14:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,PINEY BRANCH ROAD @ ARLISS STREET,38.99874167,-76.99849833,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2015,NISSAN,ROGUE,"BLUE, DARK",Citation,21-502(a2),Transportation Article,FALSE,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9987416666667, -76.9984983333333)"
10/14/2013,8:56:00,MCP,"3rd District, Silver Spring",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,FRANKLIN / WIRE AE,39.00873667,-77.01566,No,Yes,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2013,TOYOTA,VENZA,GRAY,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0087366666667, -77.01566)"
3/9/2016,16:36:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,4733 BRADLEY BLVD,38.978475,-77.09537,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2008,NISSAN,PATHFINDER,BLACK,Citation,21-502(a2),Transportation Article,FALSE,BLACK,M,WOODBRIDGE,VA,VA,O - Foot Patrol,"(38.978475, -77.09537)"
7/13/2016,22:43:00,MCP,"4th District, Wheaton",DRIVER FAIL TO YIELD INTERSECTION RIGHT-OF-WAY TO BICYCLE AFTER TURN ON RED,CONNECTICUT AVE/RANDOLPH RD,39.11627667,-77.07678,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1997,TOYOTA,COROLLA,BLACK,Citation,21-202(k),Transportation Article,FALSE,HISPANIC,M,ARLINGTON,VA,VA,A - Marked Patrol,"(39.1162766666667, -77.07678)"
2/20/2014,8:16:00,MCP,"4th District, Wheaton","FAILURE TO REDUCE SPEED IN DANGEROUS WEATHER, HIGHWAY CONDITIONS",2600 BLK BEL PRE RD,39.09024333,-77.05578833,No,No,Yes,No,No,Yes,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,PRIUS,SILVER,Citation,21-801(h),Transportation Article,FALSE,BLACK,F,OLNEY,MD,MD,A - Marked Patrol,"(39.0902433333333, -77.0557883333333)"
11/16/2017,13:06:00,MCP,"2nd District, Bethesda",DRIVER FAIL TO YIELD INTERSECTION RIGHT-OF-WAY TO VEH. AFTER TURN ON RED,SEVEN LOCKS RD AT DEMOCRACY BLVD,39.02320167,-77.16169333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,BMW,540I,GRAY,Citation,21-202(k),Transportation Article,FALSE,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0232016666667, -77.1616933333333)"
8/6/2018,10:28:00,MCP,"3rd District, Silver Spring",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,NB SPRING STREET / WB CAMERON STREET,38.99955667,-77.02832667,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2014,FORD,E350,MULTICOLOR,Citation,21-502(a2),Transportation Article,FALSE,BLACK,M,HERNDON,VA,VA,A - Marked Patrol,"(38.9995566666667, -77.0283266666667)"
7/28/2016,13:09:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,MD 355 / HALPINE RD,39.06317333,-77.12480167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,INFITI,4S,SILVER,Citation,21-502(a2),Transportation Article,FALSE,BLACK,M,ROCKVILLE,MD,SC,A - Marked Patrol,"(39.0631733333333, -77.1248016666667)"
2/8/2017,8:51:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,VEIRS MILL RD@ UNIVERSITY BLVD,39.03970333,-77.05506833,No,No,Yes,No,No,No,No,No,No,No,DC,02 - Automobile,2009,FORD,CROWN VICTORIA,GRAY,Citation,21-502(a2),Transportation Article,FALSE,BLACK,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0397033333333, -77.0550683333333)"
7/28/2016,13:27:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,MD 355 / HALPINE RD,39.06168,-77.12157667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CADI,4S,BLACK,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.06168, -77.1215766666667)"
7/28/2016,13:36:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,MD 355 / HALPINE RD,39.06366167,-77.12518,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,MAZDA,4D,SILVER,Citation,21-502(a2),Transportation Article,FALSE,BLACK,F,N BETHESDA,MD,MD,A - Marked Patrol,"(39.0636616666667, -77.12518)"
1/28/2018,22:21:00,MCP,"4th District, Wheaton",DRIVER FAIL TO YIELD INTERSECTION RIGHT-OF-WAY TO PEDESTRIAN AFTER TURN ON RED,GEORGIA AVE / BLUERIDGE AVE,39.044295,-77.05197167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHRYSLER,PT CRUISER,"BLUE, LIGHT",Citation,21-202(k),Transportation Article,FALSE,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.044295, -77.0519716666667)"
8/9/2018,17:45:00,MCP,"5th District, Germantown",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,13000 BLK MIDDLEBROOK RD,39.18623167,-77.27483167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,CAMRY,SILVER,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,GERMANTOWN,MD,NJ,A - Marked Patrol,"(39.1862316666667, -77.2748316666667)"
1/24/2018,15:06:00,MCP,"5th District, Germantown",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,FREDERICK RD @ GUNNERS BRANCH RD,39.16758333,-77.2302,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,GMC,TK,WHITE,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1675833333333, -77.2302)"
8/28/2018,11:51:00,MCP,"3rd District, Silver Spring",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,8100 BLOCK OF GEORGIA AVENUE,38.99131667,-77.02668833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,COROLLA S,BLUE,Citation,21-502(a2),Transportation Article,FALSE,BLACK,F,WHEATON,MD,MD,A - Marked Patrol,"(38.9913166666667, -77.0266883333333)"
6/17/2013,12:09:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT,8901 COLESVILLE RD,39.00397713,-77.02355583,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,4S,BLUE,Citation,21-502(a2),Transportation Article,FALSE,ASIAN,F,FULTON,MD,MD,A - Marked Patrol,"(39.0039771333333, -77.0235558333333)"
1/13/2016,15:36:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,ROCKVILLE PIKE/HALPINE RD,39.06495333,-77.126395,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HYUN,4S,SILVER,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.0649533333333, -77.126395)"
1/24/2018,15:22:00,MCP,"5th District, Germantown",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,FREDERICK RD @ GUNNERS BRANCH RD,39.168655,-77.23396333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,KIA,OPTIMA,GRAY,Citation,21-502(a2),Transportation Article,FALSE,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.168655, -77.2339633333333)"
9/25/2015,16:15:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WISCONSIN / MONTGOMERY,38.98359167,-77.09331333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,ACCORD,BLACK,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9835916666667, -77.0933133333333)"
7/19/2016,21:40:00,MCP,"3rd District, Silver Spring",DRIVER FAIL TO YIELD INTERSECTION RIGHT-OF-WAY TO  AFTER TURN ON RED,UNIVERSITY BLVD EAST  / PINEY BRANCH RD.,38.99726833,-76.99409167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2006,BMW,325I,SILVER,Citation,21-202(k),Transportation Article,FALSE,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9972683333333, -76.9940916666667)"
6/17/2013,12:19:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT,8901 COLESVILLE RD,39.00200938,-77.02474333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYT,4S,CREAM,Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0020093833333, -77.0247433333333)"
6/17/2013,12:27:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT,8901 COLESVILLE RD,39.004415,-77.02346907,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,VOLK,4S,"BLUE, DARK",Citation,21-502(a2),Transportation Article,FALSE,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.004415, -77.0234690666667)"
1/13/2016,16:54:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,ROCKVILLE PIKE/HALPINE RD,39.06372333,-77.12556833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HYUNDAI,ACCENT,"BLUE, LIGHT",Citation,21-502(a2),Transportation Article,FALSE,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0637233333333, -77.1255683333333)"
7/13/2016,19:44:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,VEIRS MILL RD AT TURKEY BRANCH PKWY,39.060015,-77.08914,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYOTA,COROLLA,RED,Citation,21-502(a2),Transportation Article,FALSE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.060015, -77.08914)"
9/25/2015,16:36:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WISCONSIN / MONTGOMERY,38.98359167,-77.09331333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2013,NISSAN,MURANO,RED,Citation,21-502(a2),Transportation Article,FALSE,ASIAN,M,HENRICO,VA,VA,O - Foot Patrol,"(38.9835916666667, -77.0933133333333)"
